
Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Montenegro,MNE,2.51399850070254,2.74497598738206,2.89630760804686,3.08557107928404,3.32806342677055,3.26375921635917,3.54343319377261,3.40718489953318,4.36537330076552,2.82632534037206,4.17191344272458,4.08964019100792,3.7570032919702,3.64983008884317,3.567649281935,3.79179598784234
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Morocco,MAR,1.1513631079467,1.2538153605223,1.27876028984824,1.25588351409093,1.36545897238466,1.43204654115934,1.45918230136508,1.48373657770064,1.53722814281097,1.52188893650217,1.59401556113047,1.69961134156983,1.74129604584338,1.70383108247846,1.71369617616228,1.74053353043953
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mozambique,MOZ,0.0803050115921401,0.0774667691434299,0.0840280576365398,0.099266400142515,0.0969818290072244,0.0845623848344035,0.0897473772884255,0.104823600822029,0.102478438306785,0.111170735751221,0.116175443382067,0.138646533241141,0.148679264792307,0.164364969672772,0.18523579360939,0.204084856205542
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Myanmar,MMR,0.207308866736709,0.181502370562044,0.179456943306864,0.223479126259825,0.216910373441494,0.227478686982198,0.2091549386863,0.216851268391565,0.163014237416746,0.150382011234084,0.164631248113522,0.1745754281967,0.238240390408375,0.268370130397576,0.333541952061969,0.369707459697779
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Namibia,NAM,1.06770173395025,1.3249824122146,1.12871156060947,1.18448908205751,1.22547831655672,1.28663968230113,1.25407866269195,1.26617456097265,1.43724565279669,1.45078216313115,1.47837034856386,1.54937767898178,1.6182000212229,1.70668311779035,1.75305316404228,1.81245575422832
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nauru,NRU,8.48029295557483,7.77767055871852,7.53550381605642,6.6415313225058,6.192549588776,6.05737546036053,4.28404896055955,4.04207655595598,4.12964951674314,3.94801133587413,4.16951469583049,3.89964018282602,4.03102259670624,4.42304095754629,4.62522851919561,4.87259722843093
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nepal,NPL,0.131150878478796,0.138827942908161,0.110006332657224,0.117658015984794,0.108045061589646,0.121308223553183,0.0986501323901293,0.100832327137563,0.111411011212749,0.143664057282694,0.17086274882447,0.190681578451192,0.219452897902995,0.222332150237633,0.259710599034175,0.260272198896608
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Netherlands,NLD,10.1784287890757,10.4146968312707,10.3678330618705,10.499823054141,10.5711114246177,10.2896665585776,10.0147857889781,10.0447841297995,10.0465760036747,9.70868318396398,10.2983113129908,9.51101037472188,9.39861278109733,9.34814101422768,8.88190506639546,9.29024293675951
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,New Zealand,NZL,7.63537859346243,8.14812524159258,7.98862859313663,8.29300754866905,8.03329663608563,8.28084859333801,8.1885723844573,7.87691178559591,8.02042349406075,7.24438711476781,7.13662169306089,6.90935218978102,7.28372768312879,7.17802390761126,7.07864496844902,7.00334099882848
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nicaragua,NIC,0.735474668089729,0.755955787707664,0.7725604420303,0.857157027289932,0.841387369219581,0.795409004894514,0.822378920364548,0.837510363439515,0.791702298837641,0.761527449559745,0.770731730642136,0.802045854702516,0.777036208792913,0.73100554811199,0.766443602468546,0.839345517843812
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Niger,NER,0.0568051303207999,0.0547624014767987,0.0550394624757466,0.0581282231553261,0.0581178786231796,0.0535624079904608,0.0513407152634762,0.0546061843861872,0.0552636899938047,0.067045498121171,0.0817572298807097,0.0809715287385744,0.105019898457242,0.105880498031464,0.111334835913292,0.104907441945409
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nigeria,NGA,0.791318925708192,0.808110470710737,0.711803102977392,0.758676765149311,0.721900961039991,0.702672735926291,0.615033916358375,0.547038886825571,0.570485433544452,0.491376017988942,0.559512915251027,0.574122748158516,0.560545509755019,0.618778681422468,0.640072080671911,0.58559167537452
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Norway,NOR,7.63379022825151,7.69541784648732,7.57597959877563,8.14632666316893,8.13491553623656,7.86591196617302,7.98394739648339,8.01844832818131,7.73304542667147,7.75345298117972,8.20501786367322,7.88827091301427,7.72532351327758,7.80116949624017,7.71680157719176,7.76485866052295
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Oman,OMN,10.7134340875324,11.8047984273913,12.4693644148359,13.0368892910018,12.6604843135786,12.3307087490736,15.3035812405371,16.2191733507311,15.5842940927067,16.1610758258367,16.3350814771017,16.7204158572066,17.1257381039994,16.5105274741398,16.558313527136,16.7307842785492
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Pakistan,PAK,0.637262087399875,0.627048268312485,0.626753893800197,0.633183138590725,0.693317062862858,0.697409169212382,0.742989902217322,0.80150437774136,0.756912387652784,0.764440547930542,0.72190976009205,0.713434272995773,0.711250896926277,0.710993636907017,0.740619420271711,0.778086202855925
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Palau,PLW,10.7218898915137,10.8835989509784,10.9364767518009,10.8450704225352,10.9408750690712,11.4315969946044,11.6570671288037,11.5356810905711,11.1454297979269,10.8679485817486,11.5857605177994,11.655701754386,12.3704446673353,12.4178601516428,12.2387053270398,11.2903225806452
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Panama,PAN,1.7598845466166,2.03085634088462,1.73342433010038,1.7366375744592,1.7295596999486,2.15265703288819,2.2235825080828,2.180985390548,2.08781795772351,2.44384989027469,2.53630557534088,2.7094018067197,2.78614766667856,2.68275540120307,2.76643678385556,2.68123188224505
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Papua New Guinea,PNG,0.512898995823936,0.593806533626721,0.612141066518051,0.668332517919941,0.732731346988145,0.665336373475915,0.647772724108358,0.68446103533762,0.66688260053113,0.686244800506598,0.664884761439954,0.663473913286861,0.611184513386519,0.633608578219704,0.6896023736811,0.733652654277604
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Paraguay,PRY,0.687826794818474,0.69361442229851,0.714157085049651,0.735552619023868,0.733652565836165,0.675293479241276,0.714513498985939,0.665546242539326,0.765825802972748,0.801024239229513,0.8742656163622,0.892890907998869,0.874070327427751,0.882701828211158,0.924028534552806,1.03068169862171
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Peru,PER,1.07427509541656,0.982316838453907,1.0145053670813,0.983143204871561,1.11985372004664,1.11171716955682,1.08676985419652,1.18209589261852,1.32931868624742,1.41921946066586,1.53948542250294,1.64284749150045,1.61752150592736,1.65625408117878,1.75159405113357,1.7763005780535
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Philippines,PHL,0.922837864069837,0.882362847773279,0.876627896522645,0.881835040197624,0.883116734531611,0.883249431233607,0.788442016028448,0.817880457554823,0.822328627546436,0.821133982114163,0.865602879221275,0.856822588631331,0.878944848360567,0.957913716180866,1.00490794980017,1.07725351401488
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Poland,POL,7.73091999715933,7.67691948740114,7.51549998320707,7.79306768797555,7.90561638869524,7.89596453021837,8.2349912497663,8.22063999059825,8.08705998482548,7.79155465630107,8.24700467583953,8.15993272251677,7.96968428583604,7.84182079398329,7.5168891922455,7.6100211833642
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Portugal,PRT,5.99240147958707,5.92350156648031,6.29627863021253,5.78684729378197,5.92613732669672,6.23362305097526,5.7447581742678,5.57695160488075,5.38392186454158,5.32724112144616,4.81763153663542,4.72343041384562,4.58592633423758,4.45193522799156,4.41600098143824,4.81285327506769
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Qatar,QAT,44.3792506080314,42.2057920159804,45.5646913988777,46.4168865435356,47.6569620139265,45.4060868848016,43.2885740744389,40.6094522819758,36.8899456267738,33.7273035520663,35.5482683436981,37.9794930746587,39.5821395212157,37.6028800771898,37.1050343988277,35.2904219503821
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Romania,ROU,3.96574499873479,4.30240959119319,4.31343122586801,4.54884198931637,4.44422058286346,4.44110220202597,4.68318505069417,4.63193427068988,4.6455195583769,3.96215792355729,3.83278482882614,4.17170285108923,4.08034984483774,3.60747135176666,3.5933033029971,3.69982946782982
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Russian Federation,RUS,10.6676603031679,10.73578413816,10.7726387485619,11.1303980795724,11.1127113661228,11.2318521528474,11.568369096945,11.6112690474096,11.5956540891301,10.8321085519776,11.3254009458404,11.884949695479,11.7020653683345,11.3770043056089,11.2082077063911,11.0520055015768
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Rwanda,RWA,0.0814452399380566,0.0819619206898493,0.0950502764710224,0.0799382165622937,0.075335654497408,0.0794234713474482,0.0777017121560947,0.0686053212544397,0.0667900498016969,0.0667958549691215,0.0682585977285353,0.0695920140169191,0.0751019295161939,0.0814036130740856,0.0812705266531034,0.0927977157696768
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Samoa,WSM,0.807573583757228,0.876408128065542,0.91196485023844,0.902688860435339,0.93048975663705,0.949497948321016,0.935161765560067,0.978065708375771,0.883792957812573,0.913156913902348,0.988329086874332,0.998212384963662,0.999878863741899,0.983800059018,1.02747364403713,1.14112520938641
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sao Tome and Principe,STP,0.372267141684178,0.365791956679293,0.389079090502599,0.42858443568632,0.47242496686684,0.49480455220188,0.492985367325388,0.481615590685625,0.50860899749431,0.526587622383904,0.564407207721618,0.5401947926297,0.624986836839999,0.62604189784111,0.603553471698304,0.614546250074581
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Saudi Arabia,SAU,11.5863127738441,11.5043474059887,12.0340452579772,12.3031481310381,12.6739850141629,12.9231002796827,13.2149871153262,13.4324426740113,14.2037535472172,14.2722088631653,15.1683862693943,15.3813984934801,15.9780157664397,15.9839190651263,16.8252361265938,17.2577930743373
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Senegal,SEN,0.418753072739914,0.448318363393458,0.449820498087114,0.42995814654918,0.503818644729528,0.516326824254694,0.494469381190578,0.536334335852473,0.542081907505722,0.546632566433421,0.560744784507668,0.588029711367301,0.563383773056991,0.589383332771876,0.613587044752342,0.64679457579979
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Serbia,SRB,5.851965835527,6.15875426621388,6.64204013541213,7.1122722790218,7.70482250339903,6.81180937077875,7.15219678856123,6.97189585046777,6.77882926529294,6.4029553026053,6.4601677913651,7.08176650609841,6.36056538914641,6.48682910923473,5.4666972205331,6.39995050302429
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Seychelles,SYC,3.62007124280485,3.98635501588631,4.20792374855177,4.13621483190587,4.64625644134586,4.60909025079051,4.59810874704492,4.7569767031623,4.80242881457289,5.13528374075007,4.94263116854183,4.66829061881726,4.79825147503482,4.58259680485608,4.99896014623628,5.35008938224558
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sierra Leone,SLE,0.0727083613742993,0.0911038200603818,0.0968072102695019,0.102861066357535,0.0962530874271167,0.0785630406377665,0.101656277851772,0.0847257433412755,0.0852753141592485,0.08271774271619,0.0870322019147085,0.111139929087614,0.125902488986294,0.148000124625638,0.159312379983553,0.148261607024579
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Singapore,SGP,10.4564750699312,10.1573654208833,9.88776206611669,9.27322321770106,9.50851808545158,8.65059982249361,8.44547089368866,8.34372321486362,7.93975115902894,7.78571060513801,8.35450837270906,8.63611004366003,8.22453047443198,8.13316955483092,8.11713717182074,8.20810904856042
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Slovak Republic,SVK,7.06516575364836,7.1719564733614,7.07941658706708,7.13354402652784,6.96733975146493,7.16912034993998,7.04874732321693,6.91961220714685,6.89637351644742,6.29527369455626,6.57195088202977,6.3198357137988,5.98180812522572,6.08128765083193,5.6172857847039,5.67013797150744
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Slovenia,SVN,7.3113365260128,7.72070118369929,7.7835881134904,7.72297697136842,7.86154514845179,7.95636434165103,8.11896945887821,8.06859050146621,8.58851362181866,7.60378277063582,7.70151856185471,7.64831991535641,7.35169230963674,7.06234559720537,6.35927603565505,6.36758061788265
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Solomon Islands,SLB,0.547469870551517,0.558135310346394,0.571479279439169,0.583024006105599,0.606844219294806,0.610794924619574,0.616095494801694,0.621657131419943,0.626355375280281,0.631828627615174,0.634351972819831,0.642742464165166,0.626317671281855,0.667965966361303,0.570328520611006,0.496360134495479
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Somalia,SOM,0.0557933787500151,0.0561695745675632,0.0606730156922095,0.0591805052549727,0.0570801417050347,0.0554680236301806,0.0539268851206211,0.0560887605535194,0.0540591548877357,0.0523783514067347,0.0524834473842215,0.0517728115714403,0.0502961096035586,0.0505271937683646,0.0485302122924421,0.046948882097858
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,South Africa,ZAF,6.07655317191499,6.78372306044453,6.95051357369806,7.33895617266971,7.82476407533056,7.70429784499698,7.67271219877509,7.94385857423182,8.44664968496897,7.90204894086135,8.21761222731227,7.8080537418251,8.03464925875575,8.11643495398564,8.19115252745267,7.60718852417825
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,South Sudan,SSD,0.0752024146119677,0.0827413130269136,0.100854348125215,0.107738790598377,0.130103732507799,0.119020541055358,0.124374630753008,0.139370794444122,0.140426225718187,0.139846068148503,0.135185668231934,0.125081131987055,0.132559567705925,0.130838820817266,0.13551783759334,0.175928836633719
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Spain,ESP,7.23021305731058,7.21625035262802,7.54867340494412,7.55334174258838,7.81792835567954,8.02919743143422,7.69812924965131,7.84232084677752,7.05647934920114,6.21468704771263,5.88576349343324,5.89332917610638,5.77854920958231,5.22940078672168,5.20600921471327,5.5388552164426
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sri Lanka,LKA,0.582056032020245,0.573353188576805,0.595749806639807,0.643018404221481,0.660231679843304,0.710810981430899,0.62428078801025,0.67691785132022,0.631515599480874,0.6000934359648,0.6324486029673,0.73875310927848,0.829817672208316,0.683729265092783,0.821974874404746,0.901775002944458
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Kitts and Nevis,KNA,3.98583401157036,4.10559735571696,4.36192287739927,4.34838793047748,4.70588235294118,4.35741037988229,4.48862909075394,4.77507178560034,4.69293409110187,4.8344118766654,4.83513701664452,4.9683697274122,4.80021790600708,4.75642179747524,4.77934252652284,4.97175141242938
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Lucia,LCA,2.29968652037618,2.40731285104051,2.30718360434861,2.4299741792244,2.53837395502895,2.48570011971993,2.59265933801886,2.62658341193185,2.63916571753986,2.6177455094055,2.97013484657911,2.91382264951059,2.92853677133153,2.91071284875099,2.89409853321434,2.85384032843079
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Vincent and the Grenadines,VCT,1.36715489443209,1.64905271864908,1.73380343763773,1.84071860522686,2.02738704177323,2.050105762966,2.04349035691529,2.21973579730022,2.07766779071032,2.6238164603059,2.13708054305266,2.06894013964656,2.22791743382401,2.10609585853886,2.50205776713559,2.31494524896227
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sudan,SDN,0.216388042134133,0.232117537175311,0.279790026360958,0.281383038483447,0.306185411467646,0.355307887181757,0.425288089184019,0.447880061413548,0.466535087012133,0.470141651330704,0.486883005962104,0.463009125259474,0.44955612934229,0.440480408496594,0.450190246828352,0.504548222221489
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Suriname,SUR,3.09066008626341,3.11977578714551,2.25083019614014,2.44940251697169,2.72823421574234,3.26849017860602,2.92950693743379,2.67315217844249,2.72595320055887,2.67926820460493,3.19526443012013,3.53661893774473,4.3748107455327,4.06032836419025,4.59905701777483,4.73365480689865
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Eswatini,SWZ,1.0583253113064,1.06184390952145,1.02283098070154,0.941162470237449,0.924782597272942,0.916608669205494,0.919428245347882,0.945195976413458,0.922678851606155,0.951971255454906,0.772056149538148,0.737218544723898,0.725452654384746,0.855748672784778,0.868132502564695,0.895905941781547
